Latitude,Longitude,gravity_anomaly
85.0083,23.3046,36.8
77.4083,23.2893,14.9
77.425,23.2893,12.9
77.4417,23.2893,11.1
77.4583,23.2893,9.6
77.475,23.2893,8.2
77.4917,23.2893,7
77.5083,23.2893,5.8
77.525,23.2893,4.7
77.5417,23.2893,3.6
77.5583,23.2893,2.5
77.575,23.2893,1.4
77.5917,23.2893,0.3
77.6083,23.2893,-0.7
77.625,23.2893,-1.6
77.6417,23.2893,-2.3
77.6583,23.2893,-2.9
77.675,23.2893,-3.3
77.6917,23.2893,-3.6
77.7083,23.2893,-3.6
77.725,23.2893,-3.6
77.7417,23.2893,-3.3
77.7583,23.2893,-2.9
77.775,23.2893,-2.3
77.7917,23.2893,-1.5
77.8083,23.2893,-0.5
77.825,23.2893,0.5
77.8417,23.2893,1.5
77.8583,23.2893,2.3
77.875,23.2893,2.9
77.8917,23.2893,3.1
77.9083,23.2893,3
77.925,23.2893,2.7
77.9417,23.2893,2.2
77.9583,23.2893,1.6
77.975,23.2893,1.2
77.9917,23.2893,1.1
78.0083,23.2893,1.3
78.025,23.2893,1.9
78.0417,23.2893,2.9
78.0583,23.2893,4.1
78.075,23.2893,5.4
78.0917,23.2893,6.6
78.1083,23.2893,7.6
78.125,23.2893,8.2
78.1417,23.2893,8.4
78.1583,23.2893,8
78.175,23.2893,7.1
78.1917,23.2893,5.8
78.2083,23.2893,4.1
78.225,23.2893,2.1
78.2417,23.2893,-0.2
78.2583,23.2893,-2.6
78.275,23.2893,-5.1
78.2917,23.2893,-7.6
78.3083,23.2893,-10.1
78.325,23.2893,-12.3
78.3417,23.2893,-14.4
78.3583,23.2893,-16.2
78.375,23.2893,-17.7
78.3917,23.2893,-18.8
78.4083,23.2893,-19.7
78.425,23.2893,-20.3
78.4417,23.2893,-20.7
78.4583,23.2893,-20.8
78.475,23.2893,-20.9
78.4917,23.2893,-20.7
78.5083,23.2893,-20.4
78.525,23.2893,-20
78.5417,23.2893,-19.5
78.5583,23.2893,-18.8
78.575,23.2893,-18.1
78.5917,23.2893,-17.5
78.6083,23.2893,-16.9
78.625,23.2893,-16.5
78.6417,23.2893,-16.4
78.6583,23.2893,-16.5
78.675,23.2893,-16.9
78.6917,23.2893,-17.5
78.7083,23.2893,-18.3
78.725,23.2893,-19.1
78.7417,23.2893,-19.9
78.7583,23.2893,-20.7
78.775,23.2893,-21.4
78.7917,23.2893,-22
78.8083,23.2893,-22.6
78.825,23.2893,-23.2
78.8417,23.2893,-23.8
78.8583,23.2893,-24.5
78.875,23.2893,-25.4
78.8917,23.2893,-26.3
78.9083,23.2893,-27.3
78.925,23.2893,-28.3
78.9417,23.2893,-29.3
78.9583,23.2893,-30.2
78.975,23.2893,-31.1
78.9917,23.2893,-31.7
79.0083,23.2893,-32.3
79.025,23.2893,-32.7
79.0417,23.2893,-32.9
79.0583,23.2893,-33
79.075,23.2893,-32.9
79.0917,23.2893,-32.8
79.1083,23.2893,-32.7
79.125,23.2893,-32.7
79.1417,23.2893,-32.8
79.1583,23.2893,-33.2
79.175,23.2893,-34
79.1917,23.2893,-35.1
79.2083,23.2893,-36.6
79.225,23.2893,-38.3
79.2417,23.2893,-40.1
79.2583,23.2893,-41.9
79.275,23.2893,-43.4
79.2917,23.2893,-44.5
79.3083,23.2893,-45
79.325,23.2893,-44.9
79.3417,23.2893,-44.2
79.3583,23.2893,-43
79.375,23.2893,-41.4
79.3917,23.2893,-39.5
79.4083,23.2893,-37.7
79.425,23.2893,-35.8
79.4417,23.2893,-34.1
79.4583,23.2893,-32.5
79.475,23.2893,-31
79.4917,23.2893,-29.6
79.5083,23.2893,-28.3
79.525,23.2893,-27
79.5417,23.2893,-25.7
79.5583,23.2893,-24.6
79.575,23.2893,-23.7
79.5917,23.2893,-22.9
79.6083,23.2893,-22.4
79.625,23.2893,-22
79.6417,23.2893,-21.7
79.6583,23.2893,-21.3
79.675,23.2893,-20.7
79.6917,23.2893,-19.8
79.7083,23.2893,-18.5
79.725,23.2893,-16.8
79.7417,23.2893,-14.7
79.7583,23.2893,-12.5
79.775,23.2893,-10.1
79.7917,23.2893,-7.8
79.8083,23.2893,-5.7
79.825,23.2893,-3.8
79.8417,23.2893,-2.3
79.8583,23.2893,-1
79.875,23.2893,0.1
79.8917,23.2893,1.2
79.9083,23.2893,2.3
79.925,23.2893,3.5
79.9417,23.2893,4.8
79.9583,23.2893,6.1
79.975,23.2893,7.4
79.9917,23.2893,8.8
80.0083,23.2893,10.1
80.025,23.2893,11.4
80.0417,23.2893,12.7
80.0583,23.2893,14.2
80.075,23.2893,15.9
80.0917,23.2893,17.8
80.1083,23.2893,19.9
80.125,23.2893,22.2
80.1417,23.2893,24.4
80.1583,23.2893,26.5
80.175,23.2893,28.2
80.1917,23.2893,29.4
80.2083,23.2893,29.9
80.225,23.2893,29.9
80.2417,23.2893,29.3
80.2583,23.2893,28.4
80.275,23.2893,27.5
80.2917,23.2893,26.7
80.3083,23.2893,26.2
80.325,23.2893,26.4
80.3417,23.2893,27
80.3583,23.2893,28.2
80.375,23.2893,29.7
80.3917,23.2893,31.3
80.4083,23.2893,32.9
80.425,23.2893,34.1
80.4417,23.2893,34.8
80.4583,23.2893,35
80.475,23.2893,34.8
80.4917,23.2893,34.2
80.5083,23.2893,33.5
80.525,23.2893,32.9
80.5417,23.2893,32.7
80.5583,23.2893,33
80.575,23.2893,33.8
80.5917,23.2893,35.3
80.6083,23.2893,37.1
80.625,23.2893,39.1
80.6417,23.2893,40.9
80.6583,23.2893,42.2
80.675,23.2893,42.7
80.6917,23.2893,42
80.7083,23.2893,40.1
80.725,23.2893,37.1
80.7417,23.2893,33.1
80.7583,23.2893,28.7
80.775,23.2893,24.1
80.7917,23.2893,19.9
80.8083,23.2893,16.4
80.825,23.2893,13.9
80.8417,23.2893,12.5
80.8583,23.2893,12.1
80.875,23.2893,12.4
80.8917,23.2893,12.8
80.9083,23.2893,13
80.925,23.2893,12.4
80.9417,23.2893,10.9
80.9583,23.2893,8.2
80.975,23.2893,4.5
80.9917,23.2893,0.2
81.0083,23.2893,-4.2
81.025,23.2893,-8.1
81.0417,23.2893,-11
81.0583,23.2893,-12.6
81.075,23.2893,-12.8
81.0917,23.2893,-11.6
81.1083,23.2893,-9.5
81.125,23.2893,-7.1
81.1417,23.2893,-4.9
81.1583,23.2893,-3.7
81.175,23.2893,-3.7
81.1917,23.2893,-5.2
81.2083,23.2893,-8.2
81.225,23.2893,-12.3
81.2417,23.2893,-17.1
81.2583,23.2893,-21.9
81.275,23.2893,-26.4
81.2917,23.2893,-29.8
81.3083,23.2893,-32.2
81.325,23.2893,-33.3
81.3417,23.2893,-33.4
81.3583,23.2893,-32.7
81.375,23.2893,-31.6
81.3917,23.2893,-30.5
81.4083,23.2893,-29.7
81.425,23.2893,-29.3
81.4417,23.2893,-29.3
81.4583,23.2893,-29.6
81.475,23.2893,-30.1
81.4917,23.2893,-30.5
81.5083,23.2893,-30.8
81.525,23.2893,-30.7
81.5417,23.2893,-30.4
81.5583,23.2893,-29.9
81.575,23.2893,-29.2
81.5917,23.2893,-28.5
81.6083,23.2893,-27.8
81.625,23.2893,-27.1
81.6417,23.2893,-26.4
81.6583,23.2893,-25.7
81.675,23.2893,-24.8
81.6917,23.2893,-23.9
81.7083,23.2893,-22.7
81.725,23.2893,-21.6
81.7417,23.2893,-20.4
81.7583,23.2893,-19.3
81.775,23.2893,-18.3
81.7917,23.2893,-17.6
81.8083,23.2893,-17
81.825,23.2893,-16.6
81.8417,23.2893,-16.3
81.8583,23.2893,-15.9
81.875,23.2893,-15.5
81.8917,23.2893,-15
81.9083,23.2893,-14.6
81.925,23.2893,-14.4
81.9417,23.2893,-14.3
81.9583,23.2893,-14.6
81.975,23.2893,-15.1
81.9917,23.2893,-15.9
82.0083,23.2893,-16.6
82.025,23.2893,-17.2
82.0417,23.2893,-17.5
82.0583,23.2893,-17.4
82.075,23.2893,-16.9
82.0917,23.2893,-16.1
82.1083,23.2893,-15.3
82.125,23.2893,-14.6
82.1417,23.2893,-14.5
82.1583,23.2893,-14.9
82.175,23.2893,-16
82.1917,23.2893,-17.7
82.2083,23.2893,-19.6
82.225,23.2893,-21.3
82.2417,23.2893,-22.6
82.2583,23.2893,-23.2
82.275,23.2893,-22.8
82.2917,23.2893,-21.7
82.3083,23.2893,-19.9
82.325,23.2893,-17.8
82.3417,23.2893,-15.8
82.3583,23.2893,-14.3
82.375,23.2893,-13.5
82.3917,23.2893,-13.3
82.4083,23.2893,-13.8
82.425,23.2893,-14.7
82.4417,23.2893,-15.8
82.4583,23.2893,-16.7
82.475,23.2893,-17.4
82.4917,23.2893,-17.7
82.5083,23.2893,-17.7
82.525,23.2893,-17.5
82.5417,23.2893,-17.3
82.5583,23.2893,-17.2
82.575,23.2893,-17.4
82.5917,23.2893,-17.9
82.6083,23.2893,-18.5
82.625,23.2893,-19.3
82.6417,23.2893,-20.1
82.6583,23.2893,-20.9
82.675,23.2893,-21.5
82.6917,23.2893,-22.1
82.7083,23.2893,-22.7
82.725,23.2893,-23.4
82.7417,23.2893,-24.2
82.7583,23.2893,-25.1
82.775,23.2893,-26.1
82.7917,23.2893,-27
82.8083,23.2893,-27.8
82.825,23.2893,-28.3
82.8417,23.2893,-28.5
82.8583,23.2893,-28.3
82.875,23.2893,-27.9
82.8917,23.2893,-27.3
82.9083,23.2893,-26.5
82.925,23.2893,-25.7
82.9417,23.2893,-25
82.9583,23.2893,-24.2
82.975,23.2893,-23.5
82.9917,23.2893,-22.8
83.0083,23.2893,-22.2
83.025,23.2893,-21.6
83.0417,23.2893,-21.2
83.0583,23.2893,-21
83.075,23.2893,-21
83.0917,23.2893,-21.3
83.1083,23.2893,-21.7
83.125,23.2893,-22.2
83.1417,23.2893,-22.5
83.1583,23.2893,-22.4
83.175,23.2893,-21.8
83.1917,23.2893,-20.7
83.2083,23.2893,-19
83.225,23.2893,-17.1
83.2417,23.2893,-15.2
83.2583,23.2893,-13.4
83.275,23.2893,-11.9
83.2917,23.2893,-10.7
83.3083,23.2893,-9.8
83.325,23.2893,-8.9
83.3417,23.2893,-7.8
83.3583,23.2893,-6.2
83.375,23.2893,-4
83.3917,23.2893,-1.3
83.4083,23.2893,2
83.425,23.2893,5.2
83.4417,23.2893,8.3
83.4583,23.2893,10.8
83.475,23.2893,12.6
83.4917,23.2893,13.6
83.5083,23.2893,14
83.525,23.2893,14.2
83.5417,23.2893,14.4
83.5583,23.2893,15.2
83.575,23.2893,16.6
83.5917,23.2893,18.8
83.6083,23.2893,21.5
83.625,23.2893,24.6
83.6417,23.2893,27.8
83.6583,23.2893,30.7
83.675,23.2893,33.3
83.6917,23.2893,35.4
83.7083,23.2893,37.3
83.725,23.2893,39
83.7417,23.2893,40.9
83.7583,23.2893,42.8
83.775,23.2893,45
83.7917,23.2893,47
83.8083,23.2893,48.9
83.825,23.2893,50.4
83.8417,23.2893,51.3
83.8583,23.2893,51.7
83.875,23.2893,51.8
83.8917,23.2893,51.9
83.9083,23.2893,52.5
83.925,23.2893,53.7
83.9417,23.2893,55.7
83.9583,23.2893,58.3
83.975,23.2893,61.1
83.9917,23.2893,63.6
84.0083,23.2893,65.1
84.025,23.2893,65.2
84.0417,23.2893,63.8
84.0583,23.2893,61.1
84.075,23.2893,57.6
84.0917,23.2893,54.2
84.1083,23.2893,51.7
84.125,23.2893,50.8
84.1417,23.2893,52
84.1583,23.2893,55
84.175,23.2893,59.6
84.1917,23.2893,64.6
84.2083,23.2893,69.3
84.225,23.2893,72.4
84.2417,23.2893,73.4
84.2583,23.2893,71.9
84.275,23.2893,68.2
84.2917,23.2893,62.8
84.3083,23.2893,56.6
84.325,23.2893,50.7
84.3417,23.2893,45.7
84.3583,23.2893,42.4
84.375,23.2893,40.7
84.3917,23.2893,40.5
84.4083,23.2893,41.3
84.425,23.2893,42.2
84.4417,23.2893,42.8
84.4583,23.2893,42.6
84.475,23.2893,41.3
84.4917,23.2893,39.1
84.5083,23.2893,36.1
84.525,23.2893,33
84.5417,23.2893,30.1
84.5583,23.2893,27.7
84.575,23.2893,26.2
84.5917,23.2893,25.5
84.6083,23.2893,25.7
84.625,23.2893,26.4
84.6417,23.2893,27.6
84.6583,23.2893,29
84.675,23.2893,30.6
84.6917,23.2893,32.1
84.7083,23.2893,33.5
84.725,23.2893,34.8
84.7417,23.2893,36
84.7583,23.2893,37
84.775,23.2893,37.9
84.7917,23.2893,38.6
84.8083,23.2893,39.2
84.825,23.2893,39.7
84.8417,23.2893,40.2
84.8583,23.2893,40.7
84.875,23.2893,41.3
84.8917,23.2893,41.8
84.9083,23.2893,42.1
84.925,23.2893,42.2
84.9417,23.2893,41.9
84.9583,23.2893,41.2
84.975,23.2893,39.9
84.9917,23.2893,38.3
85.0083,23.2893,36.6
77.4083,23.274,14.4
77.425,23.274,12.4
77.4417,23.274,10.4
77.4583,23.274,8.7
77.475,23.274,7.1
77.4917,23.274,5.7
77.5083,23.274,4.3
77.525,23.274,2.9
77.5417,23.274,1.6
77.5583,23.274,0.2
77.575,23.274,-1.1
77.5917,23.274,-2.3
77.6083,23.274,-3.4
77.625,23.274,-4.3
77.6417,23.274,-4.9
77.6583,23.274,-5.3
77.675,23.274,-5.5
77.6917,23.274,-5.5
77.7083,23.274,-5.3
77.725,23.274,-4.9
77.7417,23.274,-4.4
77.7583,23.274,-3.8
77.775,23.274,-3.1
77.7917,23.274,-2.2
77.8083,23.274,-1.3
77.825,23.274,-0.4
77.8417,23.274,0.4
77.8583,23.274,1.1
77.875,23.274,1.5
77.8917,23.274,1.6
77.9083,23.274,1.4
77.925,23.274,0.9
77.9417,23.274,0.3
77.9583,23.274,-0.3
77.975,23.274,-0.7
77.9917,23.274,-0.8
78.0083,23.274,-0.6
78.025,23.274,0
78.0417,23.274,1
78.0583,23.274,2.2
78.075,23.274,3.5
78.0917,23.274,4.6
78.1083,23.274,5.4
78.125,23.274,5.8
78.1417,23.274,5.6
78.1583,23.274,4.9
78.175,23.274,3.7
78.1917,23.274,2.1
78.2083,23.274,0.1
78.225,23.274,-2.1
78.2417,23.274,-4.5
78.2583,23.274,-6.9
78.275,23.274,-9.4
78.2917,23.274,-11.7
78.3083,23.274,-14
78.325,23.274,-16
78.3417,23.274,-17.9
78.3583,23.274,-19.5
78.375,23.274,-20.8
78.3917,23.274,-21.7
78.4083,23.274,-22.4
78.425,23.274,-22.9
78.4417,23.274,-23.1
78.4583,23.274,-23.2
78.475,23.274,-23.2
78.4917,23.274,-23
78.5083,23.274,-22.8
78.525,23.274,-22.5
78.5417,23.274,-22
78.5583,23.274,-21.5
78.575,23.274,-20.9
78.5917,23.274,-20.3
78.6083,23.274,-19.6
78.625,23.274,-19.1
78.6417,23.274,-18.8
78.6583,23.274,-18.7
78.675,23.274,-18.8
78.6917,23.274,-19.2
78.7083,23.274,-19.8
78.725,23.274,-20.5
78.7417,23.274,-21.4
78.7583,23.274,-22.2
78.775,23.274,-23.1
78.7917,23.274,-23.9
